sample	H9_Batch1.055	H1_Exp2.142	TB_Batch2.123	EC_Batch1.017	H9_Batch2.107	H9_Batch2.156	H1_Exp2.140	H1_Exp3.236	TB_Batch2.110	HFF_Batch2.120	DEC_Batch2.130	NPC_Batch2.151	NPC_Batch2.107	H1_Exp1.011	H1_Exp2.087	H9_Batch1.046	DEC_Batch2.124	H1_Exp1.048	DEC_Batch2.136	DEC_Batch1.052	H9_Batch2.158	EC_Batch1.018	H9_Batch2.143	H9_Batch1.029	DEC_Batch1.026	H1_Exp1.064	H9_Batch2.131	H9_Batch2.150	H1_Exp2.139	EC_Batch1.071	EC_Batch1.040	H1_Exp3.281	NPC_Batch2.094	TB_Batch2.099	HFF_Batch2.075	HFF_Batch2.077	H1_Exp1.064	H1_Exp2.091	DEC_Batch2.087	H1_Exp1.017	HFF_Batch3.142	DEC_Batch1.040	DEC_Batch1.012	HFF_Batch1.039	NPC_Batch1.086	H9_Batch2.129	NPC_Batch1.024	HFF_Batch2.056	H1_Exp2.104	HFF_Batch1.038	H9_Batch2.108	EC_Batch1.037	NPC_Batch1.051	NPC_Batch1.030	H9_Batch1.073	EC_Batch1.020	H1_Exp2.108	H1_Exp2.091	DEC_Batch1.037	NPC_Batch2.145	EC_Batch2.112	HFF_Batch3.148	DEC_Batch1.026	HFF_Batch2.054	H1_Exp2.088	H9_Batch1.006	DEC_Batch1.024	H1_Exp1.019	EC_Batch1.020	DEC_Batch2.098	HFF_Batch1.016	H1_Exp2.085	H9_Batch2.131	DEC_Batch1.026	HFF_Batch1.043	DEC_Batch1.062	H1_Exp2.153	HFF_Batch2.101	NPC_Batch1.022	NPC_Batch1.027	DEC_Batch2.102	HFF_Batch3.150	NPC_Batch2.090	DEC_Batch2.106	H1_Exp1.052	HFF_Batch1.031	H1_Exp1.007	H1_Exp2.085	H9_Batch2.131	NPC_Batch1.082	NPC_Batch1.044	H9_Batch2.151	H1_Exp3.263	H9_Batch1.080	H9_Batch2.147	NPC_Batch1.009	DEC_Batch2.095	NPC_Batch1.082	HFF_Batch1.041	H1_Exp2.152
CALCRL	-0.5185	-0.5185	-0.5185	2.58	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	1.4685	0.8102	1.2897	-0.5185	-0.5185	-0.5185	1.6975	-0.5185	-0.5185	-0.5185	0.6301	-0.5185	0.9335	-0.5185	1.4866	-0.5185	-0.5185	-0.5185	2.5163	2.5072	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	1.4866	-0.5185	-0.5185	-0.5185	1.8515	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	2.2551	-0.5185	-0.5185	-0.5185	1.7871	-0.5185	-0.5185	-0.5185	1.2897	2.4924	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	1.7871	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	1.2897	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185	-0.5185
GPR116	-0.3465	-0.3465	-0.3465	2.6418	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	3.4382	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	0.6665	2.9438	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	3.332	0.6612	-0.3465	-0.3465	-0.3465	3.1085	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	3.332	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	0.6665	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465	-0.3465
ABCE1	0.6024	0.6756	-3.4107	0.8079	0.6247	0.4282	0.2637	0.4741	0.1222	-3.4107	0.4344	0.214	0.0395	0.3531	0.4756	0.5186	-0.4651	0.6277	0.549	0.6142	0.5041	-3.4107	0.5197	0.5908	0.2989	0.3973	0.6523	0.5176	0.5143	0.4991	-2.3069	0.5828	0.4721	0.4012	0.4745	-1.8983	0.3973	0.5053	0.3051	0.239	0.4929	0.1662	0.3453	0.4995	0.5273	0.5669	-1.1343	0.2288	0.4313	0.4638	0.5232	-3.4107	-2.3069	0.0345	0.5547	0.4303	0.1903	0.5053	0.4286	0.3671	0.2194	0.3673	0.2989	-3.4107	0.5176	0.5713	0.5776	0.3379	0.4303	-2.3069	0.4739	0.3014	0.6523	0.2989	0.653	0.58	0.0664	-2.3011	-2.2898	-2.3069	0.3233	-1.8983	-3.4107	0.4425	0.268	0.4923	0.1824	0.3014	0.6523	-0.1026	0.3207	0.6543	0.6388	0.5988	0.4197	-0.2692	0.3578	-0.1026	0.0481	0.3046
NOL11	0.7156	0.6346	-0.8245	-2.5996	0.5526	0.5555	0.5826	0.4836	0.5006	-2.5996	-1.3386	0.5219	0.3998	0.5923	0.549	0.7875	-0.5148	0.5833	0.5219	-0.6562	0.5805	0.8123	0.5956	0.6962	0.538	0.4391	0.6722	0.5726	0.0118	-2.5996	0.0005	0.829	0.3945	0.1941	0.4787	-1.1409	0.4391	0.7166	-0.2014	0.4158	0.5371	0.3101	0.4935	0.5814	0.5384	0.6746	0.0742	-1.3386	0.5062	-2.5996	0.6385	-2.5996	-1.1409	0.5667	0.5679	-2.5996	0.4089	0.7166	0.512	0.077	0.1438	0.0232	0.538	-0.3624	0.4688	0.6362	-2.5996	0.1775	-2.5996	-1.1409	-0.2639	0.5605	0.6722	0.538	0.5984	-2.5996	-0.053	0.6229	0.5153	-1.6793	-0.759	0.2479	0.3626	0.2137	0.4142	0.6036	0.3586	0.5605	0.6722	0.4019	0.5026	0.7524	0.7284	0.6867	0.5943	0.3585	0.0685	0.4019	-2.5996	0.4201
AXL	-0.3031	-0.2094	0.8774	-0.5672	-0.0066	0.0889	0.1615	0.2335	-0.5079	1.3285	0.1855	0.1199	0.4771	-0.3334	0.223	-0.8975	-1.4008	0.1858	0.6034	-3.6081	-0.4534	-2.4836	0.2953	-0.3187	-1.9791	-0.1778	0.1126	-0.1255	-0.1651	0.3948	0.5243	0.4198	0.3556	1.1833	1.2225	1.3839	-0.1778	0.298	0.4034	-0.4977	1.1696	-3.7235	-0.198	1.5024	0.2458	-0.2405	0.2742	1.4648	0.1315	1.2941	0.1149	-1.6113	-0.4402	0.4703	0.0711	-1.4362	-0.192	0.298	-2.2317	0.2289	-0.1932	0.7738	-1.9791	1.3128	0.1535	0.15	0.4358	-0.1452	-1.4362	-1.661	1.2672	-0.0579	0.1126	-1.9791	1.5425	-2.487	-0.8996	1.1713	0.0377	0.8034	-2.0849	1.1283	-0.0084	-1.6948	-0.6123	1.6687	-0.4826	-0.0579	0.1126	0.0052	0.3297	0.083	0.2284	-0.2287	0.0636	-0.1964	-0.981	0.0052	1.1711	-0.4187
IGFBP5	-1.0625	-1.0625	1.2421	-1.0625	-1.0625	-1.0625	-1.0625	0.0771	1.168	1.1397	0.9358	1.0136	0.8363	-1.0625	-1.0625	-1.0625	1.2939	-1.0625	0.8925	1.108	-1.0625	-1.0625	-1.0625	-1.0625	1.1	-1.0625	-1.0625	-1.0625	-1.0625	-1.0625	-1.0625	-1.0625	0.9326	0.9291	0.9674	1.1089	-1.0625	-1.0625	0.968	-1.0625	-1.0625	1.1511	0.9062	-0.253	0.9483	-1.0625	1.0102	0.9561	0.5934	-1.0625	-1.0625	-0.4717	0.9685	1.0249	0.3242	-1.0625	-1.0625	-1.0625	0.9578	1.0002	-1.0625	-1.0625	1.1	-0.4717	-1.0625	-1.0625	1.2187	-1.0625	-1.0625	1.1876	1.2249	-0.4717	-1.0625	1.1	-1.0625	0.9942	-1.0625	0.1192	1.0514	1.0019	1.0686	0.9611	0.8236	1.0077	-1.0625	0.923	-1.0625	-0.4717	-1.0625	0.9488	0.999	-1.0625	-1.0625	-1.0625	-1.0625	0.9926	1.094	0.9488	-1.0625	-1.0625
LUM	-0.634	-0.634	1.7254	-0.634	-0.634	-0.634	-0.634	-0.634	1.0776	1.7965	-0.634	0.6697	-0.0166	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	0.2119	1.7652	1.7263	1.8073	-0.634	-0.634	-0.634	-0.634	1.7276	-0.634	1.5008	1.7259	-0.634	-0.634	-0.0166	1.7819	-0.634	1.7351	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	0.5032	-0.634	1.7131	-0.634	1.8298	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	1.5937	-0.634	-0.634	-0.634	1.619	-0.634	-0.634	1.9183	-0.634	-0.634	-0.634	1.6959	0.3445	-0.634	-0.634	1.5059	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	-0.634	1.7883	-0.634
PLSCR5	-0.2678	-0.2678	2.0897	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	3.3131	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	3.9654	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	1.4858	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678	-0.2678
GIMAP2	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	8.1833	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15	-0.15
XAGE2	-0.2277	-0.2277	5.5711	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	5.0882	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	5.0125	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	-0.2277	1.3556	-0.2277	-0.2277	-0.2277
CENPE	0.669	-0.9934	0.7255	-0.7018	0.7818	0.6763	0.5309	0.6439	-0.0525	-2.0974	0.6605	0.172	0.7689	0.6706	0.8316	0.8481	-0.2063	0.8448	0.6151	0.3038	0.6033	-0.8203	0.7795	0.5095	-0.5433	0.7212	0.7938	0.6865	0.8122	-2.0974	-2.0974	0.7504	0.202	-0.2063	-2.0974	-2.0974	0.7212	0.6669	-0.2983	0.4546	-2.0974	0.648	-0.0235	-0.9934	0.6178	0.7421	0.9314	-2.0974	0.3825	0.7844	0.8213	-2.0974	0.6147	0.7734	0.7244	0.8042	0.4632	0.6669	0.0023	0.4866	-0.8203	-2.0974	-0.5433	-2.0974	0.5116	0.5201	-0.4859	0.7089	0.8042	-0.1702	-2.0974	0.3294	0.7938	-0.5433	-2.0974	-0.8203	0.202	-2.0974	0.9021	0.2896	-0.3959	-0.8203	0.5121	0.5459	0.7332	0.8452	0.6299	0.3294	0.7938	0.6738	0.1491	0.7305	0.0988	0.501	0.7102	0.3967	0.0882	0.6738	0.145	0.508
CDV3	0.3472	0.3309	1.1347	-5.64	0.5321	0.307	0.2072	0.3173	0.7653	-0.1679	0.3301	0.3602	0.0942	-0.1872	0.2464	0.0194	-7.9309	0.345	0.2724	-1.4389	-0.3159	0.6608	0.0784	0.3168	0.0581	0.1608	0.3882	0.3732	0.2464	0.3981	-0.864	0.4935	0.0425	0.8589	0.3475	0.1687	0.1608	0.1953	0.1076	-0.1753	-0.0449	-0.7807	-0.3113	0.6531	0.2005	0.3394	0.4176	0.3906	0.4943	-0.6805	0.3395	0.7112	-2.501	0.6815	0.1633	-0.6106	-0.3187	0.1953	0.3267	-0.0085	0.3122	-0.1537	0.0581	0.319	0.3093	0.2311	0.4414	-0.3784	-0.6106	-1.0626	0.2888	0.1828	0.3882	0.0581	0.1506	-0.9308	-0.8799	0.6217	0.4698	0.3041	0.1061	0.0262	0.379	-2.501	-0.0304	0.3789	-0.4446	0.1828	0.3882	0.2304	0.3787	0.3864	0.5697	0.3136	0.3251	-0.222	-0.3494	0.2304	0.5668	-0.0215
ORC3	0.5393	0.7519	0.4008	-1.7812	0.6908	0.4905	0.535	0.5592	0.5977	-2.7456	0.6255	0.2542	-0.9692	0.3421	0.4802	0.6231	-0.709	0.5085	0.6152	-1.7812	0.4833	-1.7812	0.5766	0.4306	-1.0752	0.499	0.5747	0.542	0.7632	0.5201	-1.7812	0.7033	-2.7456	0.3695	0.5902	0.548	0.499	0.5794	0.3914	0.2384	0.1628	0.0706	0.6848	0.3986	0.6312	0.5237	0.5088	0.3046	0.5428	-2.7456	0.7046	0.4526	-1.7812	0.5897	0.5959	-0.5609	0.3429	0.5794	0.7084	0.102	-1.7812	-2.7456	-1.0752	0.5272	0.5676	0.6167	0.6141	0.116	-0.5609	-0.6338	0.6425	0.5085	0.5747	-1.0752	-2.7456	-0.0337	-0.2137	-1.7812	-0.0208	-0.1799	-0.298	-0.1499	0.1572	-2.7456	0.4118	-2.7456	0.2804	0.5085	0.5747	0.2885	0.6341	0.6741	0.7889	0.5193	0.6525	0.1786	-2.7456	0.2885	0.6434	0.2171
GATA4	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	2.0381	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	1.6326	-0.4029	2.6379	0.8666	-0.4029	-0.4029	-0.4029	-0.4029	2.864	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	2.776	-0.4029	-0.4029	2.632	2.8675	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	0.5236	-0.4029	-0.4029	-0.4029	2.864	-0.4029	-0.4029	-0.4029	2.3549	-0.4029	-0.4029	2.2919	-0.4029	-0.4029	-0.4029	2.864	-0.4029	0.5236	-0.4029	-0.4029	-0.4029	-0.4029	2.7361	-0.4029	-0.4029	2.734	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	-0.4029	2.6448	-0.4029	-0.4029	-0.4029
MST4	0.8603	0.7769	0.8378	-1.0765	0.709	0.6025	0.6132	0.6988	0.7769	-1.8298	0.5662	0.6523	0.6988	0.5645	0.5186	0.8179	0.8867	0.5561	-1.0765	0.7909	0.5943	0.8816	0.621	0.8004	0.5718	0.1855	0.6908	0.7993	0.8682	-0.0806	-1.8298	0.8706	0.6393	0.7379	-1.0765	-1.8298	0.1855	0.769	0.842	0.4434	-1.8298	0.7341	0.7964	-1.8298	0.537	0.7623	0.7838	0.32	0.5731	-1.8298	0.7524	-1.8298	0.1407	-0.3768	0.6867	0.6416	0.4302	0.769	0.5974	-0.4422	0.6533	-1.8298	0.5718	-1.8298	0.7652	0.7316	-0.1748	0.3612	0.6416	0.5512	-1.8298	0.5505	0.6908	0.5718	-1.8298	0.8057	0.0015	-1.0765	0.5731	0.7558	0.7761	-1.8298	0.4557	0.8699	0.5505	-1.8298	0.1977	0.5505	0.6908	-0.0618	0.5097	0.7886	0.7836	0.5785	0.807	0.5307	0.1864	-0.0618	-1.8298	0.3312
GIMAP4	-0.2034	-0.2034	-0.2034	5.3848	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	3.0494	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	4.9326	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	4.9326	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034	-0.2034
TLK1	0.1971	0.2295	0.5135	0.9543	0.5115	0.4859	0.0903	0.2063	0.266	0.3338	0.3884	0.4401	-1.0801	0.2758	0.454	0.439	-4.0048	0.8042	0.2556	0.0834	0.0269	1.0382	0.5118	0.2861	-0.6532	-0.0492	0.7907	0.5296	0.85	0.2599	-0.4756	0.7922	0.2269	0.0545	-2.6704	0.2837	-0.0492	0.5077	0.0305	-0.1373	0.0418	-0.2515	-0.1079	-0.2578	-0.1242	0.4067	0.3526	0.0018	0.3315	0.1618	0.9199	-7.9334	-3.2291	0.0443	0.4836	0.6637	-1.2022	0.5077	0.4217	0.09	-2.5874	-0.2138	-0.6532	0.0009	0.3477	-0.0723	-4.0851	0.3331	0.6637	-0.0784	0.4153	0.0585	0.7907	-0.6532	0.1576	0.574	-1.3536	0.373	0.0169	0.7202	-1.1322	-0.8189	0.0848	-0.061	-0.1348	0.2693	-0.0791	0.0585	0.7907	-0.3691	-0.3076	0.5049	0.6273	-0.1306	0.3198	-0.2481	-1.8495	-0.3691	0.3155	-0.6741
BLID	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	9.5201	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273	-0.1273
HAPLN1	-0.7393	-0.7393	1.425	1.6747	-0.7393	-0.7393	-0.7393	-0.7393	1.7033	-0.7393	0.1621	-0.7393	0.8475	-0.7393	-0.7393	-0.7393	0.8718	-0.7393	-0.7393	1.176	-0.7393	1.866	-0.7393	-0.7393	0.5297	-0.7393	-0.7393	-0.7393	-0.7393	1.8241	1.8782	1.3408	-0.7393	0.7297	-0.7393	-0.7393	-0.7393	-0.7393	-0.0814	-0.7393	-0.7393	1.5735	1.7222	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	0.8343	1.624	-0.7393	-0.7393	0.9939	1.8867	-0.7393	-0.7393	1.1407	1.4129	1.6834	-0.7393	0.5297	-0.7393	-0.7393	-0.7393	0.9304	0.9304	1.8867	0.616	-0.7393	-0.7393	-0.7393	0.5297	-0.7393	1.6459	-0.7393	-0.7393	-0.7393	-0.7393	0.3035	-0.7393	-0.7393	0.6797	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	-0.7393	1.0701	-0.7393	-0.7393	-0.7393
RFC4	0.746	0.6753	-1.8323	-1.8323	0.7017	0.532	0.6889	0.5848	0.7647	-1.8323	0.4512	0.7718	0.3165	0.5788	0.6177	0.7602	0.6016	0.499	0.6297	-0.3754	0.6759	-1.8323	0.7503	0.4977	0.5096	0.3979	0.7315	0.6895	0.5669	-1.8323	0.8203	0.7527	0.4471	0.6172	-1.8323	-1.8323	0.3979	0.843	0.7447	0.3017	-1.8323	-1.8323	0.7953	-1.077	-0.6581	0.4935	0.7095	0.3645	0.7918	0.369	0.6373	-1.8323	-0.0257	0.7371	0.71	0.8428	0.526	0.843	0.6613	0.7279	-0.524	-1.8323	0.5096	-1.8323	0.6717	0.8015	-1.8323	0.4719	0.8428	-0.2032	0.6319	0.5662	0.7315	0.5096	-1.077	-1.8323	0.4016	-1.8323	0.6947	0.4782	-1.077	-1.8323	0.4707	0.8884	0.4089	-1.077	0.5454	0.5662	0.7315	0.6035	0.7775	0.815	0.7636	0.6464	0.8128	0.6402	0.2216	0.6035	0.7316	0.518
OAT	0.5608	0.5589	0.6181	0.5523	0.6645	0.4327	0.5577	0.3878	0.3935	0.7277	0.2613	0.3116	0.3904	0.1732	0.421	0.4908	-2.2522	0.4558	0.5227	0.5737	-1.0442	-3.3387	0.4831	0.6382	0.4484	0.2333	0.5522	0.3634	0.4052	-2.2522	0.6485	0.637	-1.3373	0.4133	0.5283	0.5512	0.2333	0.499	0.0831	0.0731	0.5416	0.439	0.3685	0.5479	0.3583	0.6073	-0.2833	0.7118	0.5648	0.1409	0.5764	-2.2522	-2.2522	0.1704	0.2815	0.2783	0.2341	0.499	0.3871	-1.3373	0.4746	-1.3373	0.4484	0.2198	0.4137	0.4959	0.6801	0.1181	0.2783	-1.3373	0.6201	0.456	0.5522	0.4484	0.6196	0.6166	-0.1387	0.5977	-0.2464	0.3971	-0.5545	0.0822	-0.8452	-0.4064	0.0956	0.6321	-0.0138	0.456	0.5522	0.0893	0.2699	0.5482	0.62	0.4512	0.3385	0.0647	-0.2833	0.0893	0.5383	0.2419
HSD3B1	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	2.5779	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	4.2635	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258	-0.2258
PTEN	0.2149	0.3245	0.7186	0.447	0.1512	0.1817	-0.0714	-0.2389	0.3917	1.3141	0.3152	0.1327	-0.542	0.0437	-0.0684	0.3056	0.2642	0.2583	-0.1369	-4.4363	0.1763	1.0134	0.2086	0.3098	-0.1561	-0.1464	0.2795	0.28	-0.2086	0.2636	0.2302	0.6182	-0.2378	0.6219	0.7296	0.8078	-0.1464	0.3672	0.0031	-0.9044	1.0643	-0.6603	0.1073	0.5481	0.182	-0.5403	0.1717	0.71	0.2812	0.9107	0.3552	-4.4395	-4.4363	0.0128	-0.469	0.1293	-0.9011	0.3672	-0.0737	0.1688	0.1925	0.4248	-0.1561	0.7855	-0.0437	0.0584	0.0201	-0.3173	0.1293	-3.1451	0.5979	-0.3741	0.2795	-0.1561	0.4145	0.3587	-2.0864	1.2205	-0.028	-0.2045	-0.1662	0.1034	-0.1533	0.099	-0.3066	0.9089	-0.4369	-0.3741	0.2795	-0.3154	-0.0575	0.3158	0.3954	0.1331	0.1982	-0.4141	-1.1936	-0.3154	0.8973	-0.3842
